"age","bmass","mu","sigma","nu"
20,131.5,255.014287960249,0.0985693575157417,1.62372329772975
20,131.6,255.110526666538,0.0985763102510841,1.62272321825038
20,131.7,255.20731507713,0.0985832634705209,1.62172389842127
20,131.8,255.30465624849,0.0985902171744398,1.62072533708926
20,131.9,255.402553244399,0.0985971713632286,1.6197275331038
20,132,255.501009136019,0.0986041260372752,1.61873048531696
20,132.1,255.600027001953,0.0986110811969677,1.61773419258342
20,132.2,255.699609928302,0.0986180368426943,1.61673865376047
20,132.3,255.799761008729,0.0986249929748431,1.61574386770795
20,132.4,255.900482033175,0.0986319495937436,1.61474983328835
20,132.5,256.001770580754,0.0986389066995353,1.61375654936667
20,132.6,256.103627042804,0.0986458642924846,1.61276401481053
20,132.7,256.206052845869,0.0986528223729043,1.61177222849009
20,132.8,256.30904942152,0.0986597809411071,1.61078118927805
20,132.9,256.412618167867,0.0986667399974041,1.60979089604969
20,133,256.516760333916,0.0986736995420998,1.60880134768279
20,133.1,256.621477134912,0.0986806595754967,1.60781254305769
20,133.2,256.726769790847,0.0986876200978977,1.60682448105724
20,133.3,256.832639526472,0.0986945811096056,1.6058371605668
20,133.4,256.939087590302,0.098701542610924,1.60485058047425
20,133.5,257.04611529945,0.0987085046021598,1.60386473966996
20,133.6,257.153723946305,0.0987154670836183,1.6028796370468
20,133.7,257.261914816014,0.0987224300556045,1.60189527150012
20,133.8,257.370689198659,0.0987293935184235,1.60091164192775
20,133.9,257.480048389701,0.0987363574723804,1.59992874722998
20,134,257.589993691292,0.0987433219177806,1.59894658630959
20,134.1,257.700526411011,0.0987502868549294,1.59796515807179
20,134.2,257.811647861458,0.0987572522841323,1.59698446142424
20,134.3,257.923359360278,0.098764218205695,1.59600449527706
20,134.4,258.03566223018,0.0987711846199229,1.59502525854278
20,134.5,258.148557798961,0.0987781515271219,1.59404675013638
20,134.6,258.262047399201,0.0987851189275978,1.59306896897523
20,134.7,258.376132367315,0.0987920868216563,1.59209191397914
20,134.8,258.490814044546,0.0987990552096033,1.59111558407032
20,134.9,258.606093779197,0.0988060240917449,1.59013997817336
20,135,258.721972932348,0.0988129934683875,1.58916509521525
20,135.1,258.838452864139,0.0988199633398372,1.58819093412538
20,135.2,258.955534907656,0.0988269337063993,1.58721749383549
20,135.3,259.073220423696,0.09883390456838,1.5862447732797
20,135.4,259.1915109007,0.0988408759260892,1.58527277139451
20,135.5,259.310407748827,0.0988478477798345,1.58430148711875
20,135.6,259.429911925796,0.0988548201299087,1.58333091939361
20,135.7,259.550024706809,0.0988617929766149,1.58236106716261
20,135.8,259.670749082742,0.0988687663203109,1.58139192937163
20,135.9,259.792088057438,0.0988757401613548,1.58042350496886
20,136,259.91404294943,0.0988827145000508,1.5794557929048
20,136.1,260.036614658925,0.0988896893366892,1.5784887921323
20,136.2,260.159804090659,0.0988966646715607,1.57752250160648
20,136.3,260.283612153905,0.0989036405049557,1.57655692028477
20,136.4,260.408039762489,0.098910616837165,1.57559204712692
20,136.5,260.533087834795,0.0989175936684794,1.57462788109493
20,136.6,260.658757293784,0.0989245709991897,1.57366442115311
20,136.7,260.785049066999,0.0989315488295868,1.57270166626802
20,136.8,260.911964086579,0.0989385271599617,1.5717396154085
20,136.9,261.03950328927,0.0989455059906055,1.57077826754566
20,137,261.167667616439,0.0989524853218093,1.56981762165284
20,137.1,261.29645801408,0.0989594651538643,1.56885767670564
20,137.2,261.425875432833,0.0989664454870618,1.56789843168191
20,137.3,261.555920827989,0.0989734263216931,1.56693988556172
20,137.4,261.686595159506,0.0989804076580498,1.56598203732737
20,137.5,261.817899392018,0.0989873894964233,1.56502488596339
20,137.6,261.949834494851,0.0989943718371052,1.56406843045651
20,137.7,262.08240144203,0.0990013546803872,1.56311266979568
20,137.8,262.215601212296,0.0990083380265609,1.56215760297206
